evicted_count,layer_bin,layer_label,layer_source,layer_source_label,policy,retained_count,retention_fraction,role,token_bin
0.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,14.0,1.0,template,46
6.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,10.0,0.625,template,47
2.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,0.0,0.0,user,1
42.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,4.0,0.08695652173913043,user,2
46.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,2.0,0.041666666666666664,user,3
42.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,4.0,0.08695652173913043,user,4
40.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,0.13043478260869565,user,5
46.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,2.0,0.041666666666666664,user,6
36.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,10.0,0.21739130434782608,user,7
40.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,0.13043478260869565,user,8
41.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,0.1276595744680851,user,9
37.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,10.0,0.2127659574468085,user,10
38.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,8.0,0.17391304347826086,user,11
35.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,12.0,0.2553191489361702,user,12
41.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,0.1276595744680851,user,13
42.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,4.0,0.08695652173913043,user,14
41.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,0.1276595744680851,user,15
40.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,0.13043478260869565,user,16
45.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,2.0,0.0425531914893617,user,17
43.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,4.0,0.0851063829787234,user,18
44.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,2.0,0.043478260869565216,user,19
37.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,10.0,0.2127659574468085,user,20
41.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,0.1276595744680851,user,21
38.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,8.0,0.17391304347826086,user,22
46.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,0.0,0.0,user,23
42.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,0.125,user,24
34.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,12.0,0.2608695652173913,user,25
40.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,0.13043478260869565,user,26
40.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,11.0,0.21568627450980393,user,27
44.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,4.0,0.08333333333333333,user,28
42.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,8.0,0.16,user,29
46.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,0.11538461538461539,user,30
38.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,10.0,0.20833333333333334,user,31
40.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,10.0,0.2,user,32
