evicted_count,layer_bin,layer_label,layer_source,layer_source_label,policy,retained_count,retention_fraction,role,token_bin
228.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,3400.0,0.9371554575523704,template,6
111.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,2659.0,0.959927797833935,template,7
187.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,2122.0,0.9190125595495886,template,8
279.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,888.0,0.7609254498714653,template,9
144.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,659.0,0.8206724782067247,template,10
37.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,581.0,0.9401294498381877,template,11
31.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,803.0,0.9628297362110312,template,12
18.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,768.0,0.9770992366412213,template,13
43.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,871.0,0.9529540481400438,template,14
64.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,793.0,0.9253208868144691,template,15
76.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,995.0,0.9290382819794585,template,16
73.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,854.0,0.9212513484358145,template,17
72.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,933.0,0.9283582089552239,template,18
81.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,927.0,0.9196428571428571,template,19
120.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,997.0,0.8925693822739481,template,20
99.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1073.0,0.9155290102389079,template,21
95.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1349.0,0.9342105263157895,template,22
97.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1205.0,0.9254992319508448,template,23
133.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1789.0,0.9308012486992716,template,24
150.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1662.0,0.9172185430463576,template,25
159.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1697.0,0.9143318965517241,template,26
43.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1532.0,0.9726984126984127,template,27
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1268.0,1.0,template,28
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1361.0,1.0,template,29
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1113.0,1.0,template,30
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,855.0,1.0,template,31
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,880.0,1.0,template,32
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,638.0,1.0,template,33
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,555.0,1.0,template,34
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,471.0,1.0,template,35
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,459.0,1.0,template,36
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,394.0,1.0,template,37
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,423.0,1.0,template,38
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,295.0,1.0,template,39
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,246.0,1.0,template,40
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,108.0,1.0,template,41
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,348.0,1.0,template,42
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1751.0,1.0,template,43
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,3365.0,1.0,template,44
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,4608.0,1.0,template,45
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,8304.0,1.0,template,46
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,7690.0,1.0,template,47
479.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,0.0,0.0,user,0
2275.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,0.0,0.0,user,1
3823.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,0.0,0.0,user,2
4743.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,0.0,0.0,user,3
5460.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,0.0,0.0,user,4
5627.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,0.0,0.0,user,5
5852.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,0.0,0.0,user,6
6093.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,0.0,0.0,user,7
6199.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,0.0,0.0,user,8
6336.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,5.0,0.0007885191610156126,user,9
6507.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,23.0,0.003522205206738132,user,10
6563.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,167.0,0.024814264487369984,user,11
6673.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,483.0,0.0674958077138066,user,12
6581.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,823.0,0.1111561318206375,user,13
6558.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1162.0,0.1505181347150259,user,14
6524.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1419.0,0.17864786604557473,user,15
6675.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,1919.0,0.2232953223178962,user,16
6623.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,2134.0,0.24369076167637319,user,17
6703.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,2478.0,0.2699052390807102,user,18
6684.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,2695.0,0.28734406653161315,user,19
6745.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,2952.0,0.3044240486748479,user,20
6808.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,3179.0,0.3183138079503354,user,21
6844.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,3388.0,0.3311180609851446,user,22
6750.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,3155.0,0.31852599697122663,user,23
7042.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,4477.0,0.38866221026130743,user,24
6957.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,4116.0,0.3717149823895963,user,25
7037.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,4322.0,0.38049124042609384,user,26
7120.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,4629.0,0.3939909779555707,user,27
7048.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,5380.0,0.43289346636626974,user,28
6821.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,5547.0,0.4484961190168176,user,29
6714.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,6604.0,0.4958702507884067,user,30
6412.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,6156.0,0.4898154042011458,user,31
6299.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,7988.0,0.5591096801287884,user,32
6005.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,8054.0,0.5728714702325912,user,33
5777.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,8475.0,0.5946533819814763,user,34
5468.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,8378.0,0.6050845009388993,user,35
5306.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,10056.0,0.6546022653300352,user,36
5100.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,9845.0,0.6587487453997992,user,37
5008.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,9986.0,0.665999733226624,user,38
4673.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,10236.0,0.686565161982695,user,39
4285.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,11508.0,0.7286772620781359,user,40
3882.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,11338.0,0.7449408672798948,user,41
3527.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,12048.0,0.7735473515248796,user,42
3000.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,10732.0,0.7815321875910283,user,43
2759.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,9691.0,0.7783935742971888,user,44
2122.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,9019.0,0.8095323579570954,user,45
1273.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,6201.0,0.8296762108643296,user,46
212.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,4242.0,0.9524023349797934,user,47
0.0,0,L00-L04,explicit_layer,explicit layer column,policy_pinned__budget128__sink8,6505.0,1.0,special,0
2374.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,82.0,0.033387622149837134,system,0
2914.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,376.0,0.11428571428571428,system,1
1492.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,1285.0,0.46272956427799783,system,2
986.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,2214.0,0.691875,system,3
741.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,4549.0,0.8599243856332703,system,4
